seed,relation,gate_mean,gate_std,gate_open_rate,contribution_norm_mean,gate_vs_near_cap_corr,gate_vs_abs_residual_corr,diagnostic_type,dataset,method,run_name,label,count,base_status
42,RUR,1.0,0.0,1.0,5.716188430786133,0.0,0.0,relation,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,,
42,RSR,0.19059301912784576,0.08837705105543137,0.016603559255599976,1.0284322500228882,-0.4947931468486786,-0.44634750485420227,relation,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,,
42,RTR,0.14962369203567505,0.03563327714800835,0.0,0.7852460145950317,0.2422952950000763,0.20724232494831085,relation,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,,
42,RUR,1.0,,1.0,5.710837364196777,,,label,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,0,39277,
42,RUR,1.0,,1.0,5.7476630210876465,,,label,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,1,6677,
42,RSR,0.18061871826648712,,0.010336838662624359,0.9740450978279114,,,label,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,0,39277,
42,RSR,0.2492661476135254,,0.053467124700546265,1.3483620882034302,,,label,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,1,6677,
42,RTR,0.15472522377967834,,0.0,0.8120525479316711,,,label,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,0,39277,
42,RTR,0.1196143627166748,,0.0,0.627558708190918,,,label,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,1,6677,
42,RUR,1.0,,1.0,5.763051509857178,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,1478,TP
42,RUR,1.0,,1.0,5.708742141723633,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,38126,TN
42,RUR,1.0,,1.0,5.780244827270508,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,1151,FP
42,RUR,1.0,,1.0,5.743288516998291,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,5199,FN
42,RSR,0.3737313151359558,,0.17726658284664154,2.0328333377838135,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,1478,TP
42,RSR,0.1743466854095459,,0.004694958683103323,0.9396835565567017,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,38126,TN
42,RSR,0.38837581872940063,,0.19721980392932892,2.112243175506592,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,1151,FP
42,RSR,0.21388252079486847,,0.018272744491696358,1.1537768840789795,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,5199,FN
42,RTR,0.08698274940252304,,0.0,0.4576694667339325,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,1478,TP
42,RTR,0.15603162348270416,,0.0,0.8188640475273132,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,38126,TN
42,RTR,0.1114511787891388,,0.0,0.5864267945289612,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,1151,FP
42,RTR,0.12889106571674347,,0.0,0.6758557558059692,,,base_status,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,5199,FN
123,RUR,1.0,0.0,1.0,5.778329849243164,0.0,0.0,relation,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,,
123,RSR,0.2117631584405899,0.10901123285293579,0.012120816856622696,1.1744849681854248,-0.5277762413024902,-0.5170968770980835,relation,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,,
123,RTR,0.16579456627368927,0.06466296315193176,0.0,0.9206755757331848,-0.5431163311004639,-0.5370859503746033,relation,yelpchi,anchor_gate,cover_rel_anchor_gate_nollm,,,
